county,town,village,office,number,candidates,votes
新北市,板橋區,永安里,1196,1,朱立倫/王如玄,251
新北市,板橋區,永安里,1196,2,蔡英文/陳建仁,580
新北市,板橋區,永安里,1196,3,宋楚瑜/徐欣瑩,99
新北市,板橋區,永安里,1197,1,朱立倫/王如玄,349
新北市,板橋區,永安里,1197,2,蔡英文/陳建仁,674
新北市,板橋區,永安里,1197,3,宋楚瑜/徐欣瑩,110
新北市,板橋區,江翠里,1114,1,朱立倫/王如玄,254
新北市,板橋區,江翠里,1114,2,蔡英文/陳建仁,582
新北市,板橋區,江翠里,1114,3,宋楚瑜/徐欣瑩,95
新北市,板橋區,江翠里,1115,1,朱立倫/王如玄,253
新北市,板橋區,江翠里,1115,2,蔡英文/陳建仁,520
新北市,板橋區,江翠里,1115,3,宋楚瑜/徐欣瑩,79
新北市,板橋區,江翠里,1116,1,朱立倫/王如玄,264
新北市,板橋區,江翠里,1116,2,蔡英文/陳建仁,669
新北市,板橋區,江翠里,1116,3,宋楚瑜/徐欣瑩,84
新北市,板橋區,流芳里,1030,1,朱立倫/王如玄,288
新北市,板橋區,流芳里,1030,2,蔡英文/陳建仁,500
新北市,板橋區,流芳里,1030,3,宋楚瑜/徐欣瑩,93
新北市,板橋區,浮洲里,1314,1,朱立倫/王如玄,162
新北市,板橋區,浮洲里,1314,2,蔡英文/陳建仁,613
新北市,板橋區,浮洲里,1314,3,宋楚瑜/徐欣瑩,117
新北市,板橋區,浮洲里,1315,1,朱立倫/王如玄,173
新北市,板橋區,浮洲里,1315,2,蔡英文/陳建仁,510
新北市,板橋區,浮洲里,1315,3,宋楚瑜/徐欣瑩,108
新北市,板橋區,浮洲里,1316,1,朱立倫/王如玄,169
新北市,板橋區,浮洲里,1316,2,蔡英文/陳建仁,336
新北市,板橋區,浮洲里,1316,3,宋楚瑜/徐欣瑩,63
新北市,板橋區,海山里,1218,1,朱立倫/王如玄,227
新北市,板橋區,海山里,1218,2,蔡英文/陳建仁,459
新北市,板橋區,海山里,1218,3,宋楚瑜/徐欣瑩,106
新北市,板橋區,海山里,1219,1,朱立倫/王如玄,274
新北市,板橋區,海山里,1219,2,蔡英文/陳建仁,492
新北市,板橋區,海山里,1219,3,宋楚瑜/徐欣瑩,70
新北市,板橋區,海山里,1220,1,朱立倫/王如玄,209
新北市,板橋區,海山里,1220,2,蔡英文/陳建仁,483
新北市,板橋區,海山里,1220,3,宋楚瑜/徐欣瑩,66
新北市,板橋區,海山里,1221,1,朱立倫/王如玄,148
新北市,板橋區,海山里,1221,2,蔡英文/陳建仁,369
新北市,板橋區,海山里,1221,3,宋楚瑜/徐欣瑩,62
新北市,板橋區,海山里,1222,1,朱立倫/王如玄,535
新北市,板橋區,海山里,1222,2,蔡英文/陳建仁,669
新北市,板橋區,海山里,1222,3,宋楚瑜/徐欣瑩,159
新北市,板橋區,深丘里,1237,1,朱立倫/王如玄,413
新北市,板橋區,深丘里,1237,2,蔡英文/陳建仁,542
新北市,板橋區,深丘里,1237,3,宋楚瑜/徐欣瑩,153
新北市,板橋區,深丘里,1238,1,朱立倫/王如玄,453
新北市,板橋區,深丘里,1238,2,蔡英文/陳建仁,596
新北市,板橋區,深丘里,1238,3,宋楚瑜/徐欣瑩,118
新北市,板橋區,深丘里,1239,1,朱立倫/王如玄,383
新北市,板橋區,深丘里,1239,2,蔡英文/陳建仁,656
新北市,板橋區,深丘里,1239,3,宋楚瑜/徐欣瑩,124
新北市,板橋區,深丘里,1240,1,朱立倫/王如玄,431
新北市,板橋區,深丘里,1240,2,蔡英文/陳建仁,658
新北市,板橋區,深丘里,1240,3,宋楚瑜/徐欣瑩,114
新北市,板橋區,港嘴里,1188,1,朱立倫/王如玄,304
新北市,板橋區,港嘴里,1188,2,蔡英文/陳建仁,625
新北市,板橋區,港嘴里,1188,3,宋楚瑜/徐欣瑩,123
新北市,板橋區,港嘴里,1189,1,朱立倫/王如玄,242
新北市,板橋區,港嘴里,1189,2,蔡英文/陳建仁,533
新北市,板橋區,港嘴里,1189,3,宋楚瑜/徐欣瑩,69
新北市,板橋區,港嘴里,1190,1,朱立倫/王如玄,264
新北市,板橋區,港嘴里,1190,2,蔡英文/陳建仁,548
新北市,板橋區,港嘴里,1190,3,宋楚瑜/徐欣瑩,97
新北市,板橋區,港嘴里,1191,1,朱立倫/王如玄,226
新北市,板橋區,港嘴里,1191,2,蔡英文/陳建仁,523
新北市,板橋區,港嘴里,1191,3,宋楚瑜/徐欣瑩,99
新北市,板橋區,港尾里,1066,1,朱立倫/王如玄,227
新北市,板橋區,港尾里,1066,2,蔡英文/陳建仁,515
新北市,板橋區,港尾里,1066,3,宋楚瑜/徐欣瑩,98
新北市,板橋區,港尾里,1067,1,朱立倫/王如玄,339
新北市,板橋區,港尾里,1067,2,蔡英文/陳建仁,459
新北市,板橋區,港尾里,1067,3,宋楚瑜/徐欣瑩,90
新北市,板橋區,港德里,1074,1,朱立倫/王如玄,211
新北市,板橋區,港德里,1074,2,蔡英文/陳建仁,518
新北市,板橋區,港德里,1074,3,宋楚瑜/徐欣瑩,86
新北市,板橋區,港德里,1075,1,朱立倫/王如玄,186
新北市,板橋區,港德里,1075,2,蔡英文/陳建仁,391
新北市,板橋區,港德里,1075,3,宋楚瑜/徐欣瑩,90
新北市,板橋區,港德里,1076,1,朱立倫/王如玄,177
新北市,板橋區,港德里,1076,2,蔡英文/陳建仁,356
新北市,板橋區,港德里,1076,3,宋楚瑜/徐欣瑩,55
新北市,板橋區,港德里,1077,1,朱立倫/王如玄,265
新北市,板橋區,港德里,1077,2,蔡英文/陳建仁,493
新北市,板橋區,港德里,1077,3,宋楚瑜/徐欣瑩,95
新北市,板橋區,湳興里,1035,1,朱立倫/王如玄,205
新北市,板橋區,湳興里,1035,2,蔡英文/陳建仁,390
新北市,板橋區,湳興里,1035,3,宋楚瑜/徐欣瑩,81
新北市,板橋區,湳興里,1036,1,朱立倫/王如玄,338
新北市,板橋區,湳興里,1036,2,蔡英文/陳建仁,649
新北市,板橋區,湳興里,1036,3,宋楚瑜/徐欣瑩,145
新北市,板橋區,湳興里,1037,1,朱立倫/王如玄,184
新北市,板橋區,湳興里,1037,2,蔡英文/陳建仁,262
新北市,板橋區,湳興里,1037,3,宋楚瑜/徐欣瑩,61
新北市,板橋區,湳興里,1038,1,朱立倫/王如玄,295
新北市,板橋區,湳興里,1038,2,蔡英文/陳建仁,475
新北市,板橋區,湳興里,1038,3,宋楚瑜/徐欣瑩,94
新北市,板橋區,溪北里,1359,1,朱立倫/王如玄,293
新北市,板橋區,溪北里,1359,2,蔡英文/陳建仁,597
新北市,板橋區,溪北里,1359,3,宋楚瑜/徐欣瑩,144
新北市,板橋區,溪北里,1360,1,朱立倫/王如玄,324
新北市,板橋區,溪北里,1360,2,蔡英文/陳建仁,623
新北市,板橋區,溪北里,1360,3,宋楚瑜/徐欣瑩,156
新北市,板橋區,溪洲里,1350,1,朱立倫/王如玄,324
新北市,板橋區,溪洲里,1350,2,蔡英文/陳建仁,677
新北市,板橋區,溪洲里,1350,3,宋楚瑜/徐欣瑩,119
新北市,板橋區,溪洲里,1351,1,朱立倫/王如玄,346
新北市,板橋區,溪洲里,1351,2,蔡英文/陳建仁,692
新北市,板橋區,溪洲里,1351,3,宋楚瑜/徐欣瑩,108
新北市,板橋區,溪洲里,1352,1,朱立倫/王如玄,304
新北市,板橋區,溪洲里,1352,2,蔡英文/陳建仁,642
新北市,板橋區,溪洲里,1352,3,宋楚瑜/徐欣瑩,146
新北市,板橋區,溪福里,1353,1,朱立倫/王如玄,388
新北市,板橋區,溪福里,1353,2,蔡英文/陳建仁,696
新北市,板橋區,溪福里,1353,3,宋楚瑜/徐欣瑩,168
新北市,板橋區,溪福里,1354,1,朱立倫/王如玄,311
新北市,板橋區,溪福里,1354,2,蔡英文/陳建仁,822
新北市,板橋區,溪福里,1354,3,宋楚瑜/徐欣瑩,168
新北市,板橋區,溪福里,1355,1,朱立倫/王如玄,315
新北市,板橋區,溪福里,1355,2,蔡英文/陳建仁,717
新北市,板橋區,溪福里,1355,3,宋楚瑜/徐欣瑩,115
新北市,板橋區,溪福里,1356,1,朱立倫/王如玄,398
新北市,板橋區,溪福里,1356,2,蔡英文/陳建仁,670
新北市,板橋區,溪福里,1356,3,宋楚瑜/徐欣瑩,155
新北市,板橋區,溪福里,1357,1,朱立倫/王如玄,380
新北市,板橋區,溪福里,1357,2,蔡英文/陳建仁,641
新北市,板橋區,溪福里,1357,3,宋楚瑜/徐欣瑩,170
新北市,板橋區,溪福里,1358,1,朱立倫/王如玄,353
新北市,板橋區,溪福里,1358,2,蔡英文/陳建仁,670
新北市,板橋區,溪福里,1358,3,宋楚瑜/徐欣瑩,156
新北市,板橋區,溪頭里,1120,1,朱立倫/王如玄,215
新北市,板橋區,溪頭里,1120,2,蔡英文/陳建仁,454
新北市,板橋區,溪頭里,1120,3,宋楚瑜/徐欣瑩,69
新北市,板橋區,溪頭里,1121,1,朱立倫/王如玄,366
新北市,板橋區,溪頭里,1121,2,蔡英文/陳建仁,683
新北市,板橋區,溪頭里,1121,3,宋楚瑜/徐欣瑩,126
新北市,板橋區,溪頭里,1122,1,朱立倫/王如玄,189
新北市,板橋區,溪頭里,1122,2,蔡英文/陳建仁,433
新北市,板橋區,溪頭里,1122,3,宋楚瑜/徐欣瑩,70
新北市,板橋區,溪頭里,1123,1,朱立倫/王如玄,200
新北市,板橋區,溪頭里,1123,2,蔡英文/陳建仁,580
新北市,板橋區,溪頭里,1123,3,宋楚瑜/徐欣瑩,64
新北市,板橋區,滿翠里,1150,1,朱立倫/王如玄,137
新北市,板橋區,滿翠里,1150,2,蔡英文/陳建仁,370
新北市,板橋區,滿翠里,1150,3,宋楚瑜/徐欣瑩,52
新北市,板橋區,滿翠里,1151,1,朱立倫/王如玄,128
新北市,板橋區,滿翠里,1151,2,蔡英文/陳建仁,387
新北市,板橋區,滿翠里,1151,3,宋楚瑜/徐欣瑩,60
新北市,板橋區,滿翠里,1152,1,朱立倫/王如玄,170
新北市,板橋區,滿翠里,1152,2,蔡英文/陳建仁,476
新北市,板橋區,滿翠里,1152,3,宋楚瑜/徐欣瑩,70
新北市,板橋區,漢生里,1085,1,朱立倫/王如玄,317
新北市,板橋區,漢生里,1085,2,蔡英文/陳建仁,414
新北市,板橋區,漢生里,1085,3,宋楚瑜/徐欣瑩,81
新北市,板橋區,漢生里,1086,1,朱立倫/王如玄,308
新北市,板橋區,漢生里,1086,2,蔡英文/陳建仁,468
新北市,板橋區,漢生里,1086,3,宋楚瑜/徐欣瑩,67
新北市,板橋區,漢生里,1087,1,朱立倫/王如玄,297
新北市,板橋區,漢生里,1087,2,蔡英文/陳建仁,523
新北市,板橋區,漢生里,1087,3,宋楚瑜/徐欣瑩,120
新北市,板橋區,玉光里,1227,1,朱立倫/王如玄,427
新北市,板橋區,玉光里,1227,2,蔡英文/陳建仁,667
新北市,板橋區,玉光里,1227,3,宋楚瑜/徐欣瑩,130
新北市,板橋區,玉光里,1228,1,朱立倫/王如玄,232
新北市,板橋區,玉光里,1228,2,蔡英文/陳建仁,561
新北市,板橋區,玉光里,1228,3,宋楚瑜/徐欣瑩,83
新北市,板橋區,玉光里,1229,1,朱立倫/王如玄,237
新北市,板橋區,玉光里,1229,2,蔡英文/陳建仁,562
新北市,板橋區,玉光里,1229,3,宋楚瑜/徐欣瑩,115
新北市,板橋區,留侯里,1029,1,朱立倫/王如玄,324
新北市,板橋區,留侯里,1029,2,蔡英文/陳建仁,456
新北市,板橋區,留侯里,1029,3,宋楚瑜/徐欣瑩,136
新北市,板橋區,百壽里,1104,1,朱立倫/王如玄,195
新北市,板橋區,百壽里,1104,2,蔡英文/陳建仁,382
新北市,板橋區,百壽里,1104,3,宋楚瑜/徐欣瑩,76
新北市,板橋區,百壽里,1105,1,朱立倫/王如玄,231
新北市,板橋區,百壽里,1105,2,蔡英文/陳建仁,431
新北市,板橋區,百壽里,1105,3,宋楚瑜/徐欣瑩,80
新北市,板橋區,社後里,1041,1,朱立倫/王如玄,343
新北市,板橋區,社後里,1041,2,蔡英文/陳建仁,590
新北市,板橋區,社後里,1041,3,宋楚瑜/徐欣瑩,112
新北市,板橋區,社後里,1042,1,朱立倫/王如玄,299
新北市,板橋區,社後里,1042,2,蔡英文/陳建仁,531
新北市,板橋區,社後里,1042,3,宋楚瑜/徐欣瑩,102
新北市,板橋區,社後里,1043,1,朱立倫/王如玄,230
新北市,板橋區,社後里,1043,2,蔡英文/陳建仁,501
新北市,板橋區,社後里,1043,3,宋楚瑜/徐欣瑩,84
新北市,板橋區,社後里,1044,1,朱立倫/王如玄,242
新北市,板橋區,社後里,1044,2,蔡英文/陳建仁,449
新北市,板橋區,社後里,1044,3,宋楚瑜/徐欣瑩,88
新北市,板橋區,福丘里,1256,1,朱立倫/王如玄,384
新北市,板橋區,福丘里,1256,2,蔡英文/陳建仁,501
新北市,板橋區,福丘里,1256,3,宋楚瑜/徐欣瑩,106
新北市,板橋區,福丘里,1257,1,朱立倫/王如玄,649
新北市,板橋區,福丘里,1257,2,蔡英文/陳建仁,741
新北市,板橋區,福丘里,1257,3,宋楚瑜/徐欣瑩,196
新北市,板橋區,福壽里,1214,1,朱立倫/王如玄,346
新北市,板橋區,福壽里,1214,2,蔡英文/陳建仁,482
新北市,板橋區,福壽里,1214,3,宋楚瑜/徐欣瑩,111
新北市,板橋區,福壽里,1215,1,朱立倫/王如玄,306
新北市,板橋區,福壽里,1215,2,蔡英文/陳建仁,582
新北市,板橋區,福壽里,1215,3,宋楚瑜/徐欣瑩,136
新北市,板橋區,福安里,1334,1,朱立倫/王如玄,320
新北市,板橋區,福安里,1334,2,蔡英文/陳建仁,324
新北市,板橋區,福安里,1334,3,宋楚瑜/徐欣瑩,110
新北市,板橋區,福安里,1335,1,朱立倫/王如玄,157
新北市,板橋區,福安里,1335,2,蔡英文/陳建仁,519
新北市,板橋區,福安里,1335,3,宋楚瑜/徐欣瑩,85
新北市,板橋區,福德里,1267,1,朱立倫/王如玄,284
新北市,板橋區,福德里,1267,2,蔡英文/陳建仁,494
新北市,板橋區,福德里,1267,3,宋楚瑜/徐欣瑩,78
新北市,板橋區,福德里,1268,1,朱立倫/王如玄,336
新北市,板橋區,福德里,1268,2,蔡英文/陳建仁,583
新北市,板橋區,福德里,1268,3,宋楚瑜/徐欣瑩,106
新北市,板橋區,福德里,1269,1,朱立倫/王如玄,433
新北市,板橋區,福德里,1269,2,蔡英文/陳建仁,697
新北市,板橋區,福德里,1269,3,宋楚瑜/徐欣瑩,126
新北市,板橋區,福星里,1272,1,朱立倫/王如玄,356
新北市,板橋區,福星里,1272,2,蔡英文/陳建仁,586
新北市,板橋區,福星里,1272,3,宋楚瑜/徐欣瑩,97
新北市,板橋區,福星里,1273,1,朱立倫/王如玄,372
新北市,板橋區,福星里,1273,2,蔡英文/陳建仁,608
新北市,板橋區,福星里,1273,3,宋楚瑜/徐欣瑩,94
新北市,板橋區,福祿里,1258,1,朱立倫/王如玄,437
新北市,板橋區,福祿里,1258,2,蔡英文/陳建仁,559
新北市,板橋區,福祿里,1258,3,宋楚瑜/徐欣瑩,114
新北市,板橋區,福祿里,1259,1,朱立倫/王如玄,436
新北市,板橋區,福祿里,1259,2,蔡英文/陳建仁,506
新北市,板橋區,福祿里,1259,3,宋楚瑜/徐欣瑩,115
新北市,板橋區,福翠里,1187,1,朱立倫/王如玄,261
新北市,板橋區,福翠里,1187,2,蔡英文/陳建仁,468
新北市,板橋區,福翠里,1187,3,宋楚瑜/徐欣瑩,91
新北市,板橋區,純翠里,1117,1,朱立倫/王如玄,268
新北市,板橋區,純翠里,1117,2,蔡英文/陳建仁,694
新北市,板橋區,純翠里,1117,3,宋楚瑜/徐欣瑩,110
新北市,板橋區,純翠里,1118,1,朱立倫/王如玄,273
新北市,板橋區,純翠里,1118,2,蔡英文/陳建仁,657
新北市,板橋區,純翠里,1118,3,宋楚瑜/徐欣瑩,106
新北市,板橋區,純翠里,1119,1,朱立倫/王如玄,325
新北市,板橋區,純翠里,1119,2,蔡英文/陳建仁,662
新北市,板橋區,純翠里,1119,3,宋楚瑜/徐欣瑩,134
新北市,板橋區,聚安里,1336,1,朱立倫/王如玄,175
新北市,板橋區,聚安里,1336,2,蔡英文/陳建仁,469
新北市,板橋區,聚安里,1336,3,宋楚瑜/徐欣瑩,85
新北市,板橋區,聚安里,1337,1,朱立倫/王如玄,224
新北市,板橋區,聚安里,1337,2,蔡英文/陳建仁,478
新北市,板橋區,聚安里,1337,3,宋楚瑜/徐欣瑩,101
新北市,板橋區,聚安里,1338,1,朱立倫/王如玄,229
新北市,板橋區,聚安里,1338,2,蔡英文/陳建仁,512
新北市,板橋區,聚安里,1338,3,宋楚瑜/徐欣瑩,103
新北市,板橋區,聚安里,1339,1,朱立倫/王如玄,205
新北市,板橋區,聚安里,1339,2,蔡英文/陳建仁,528
新北市,板橋區,聚安里,1339,3,宋楚瑜/徐欣瑩,91
新北市,板橋區,聯翠里,1124,1,朱立倫/王如玄,435
新北市,板橋區,聯翠里,1124,2,蔡英文/陳建仁,570
新北市,板橋區,聯翠里,1124,3,宋楚瑜/徐欣瑩,121
新北市,板橋區,聯翠里,1125,1,朱立倫/王如玄,255
新北市,板橋區,聯翠里,1125,2,蔡英文/陳建仁,610
新北市,板橋區,聯翠里,1125,3,宋楚瑜/徐欣瑩,108
新北市,板橋區,自強里,1053,1,朱立倫/王如玄,355
新北市,板橋區,自強里,1053,2,蔡英文/陳建仁,358
新北市,板橋區,自強里,1053,3,宋楚瑜/徐欣瑩,96
新北市,板橋區,自強里,1054,1,朱立倫/王如玄,364
新北市,板橋區,自強里,1054,2,蔡英文/陳建仁,439
新北市,板橋區,自強里,1054,3,宋楚瑜/徐欣瑩,101
新北市,板橋區,自強里,1055,1,朱立倫/王如玄,344
新北市,板橋區,自強里,1055,2,蔡英文/陳建仁,369
新北市,板橋區,自強里,1055,3,宋楚瑜/徐欣瑩,76
新北市,板橋區,自強里,1056,1,朱立倫/王如玄,278
新北市,板橋區,自強里,1056,2,蔡英文/陳建仁,371
新北市,板橋區,自強里,1056,3,宋楚瑜/徐欣瑩,102
新北市,板橋區,自立里,1057,1,朱立倫/王如玄,267
新北市,板橋區,自立里,1057,2,蔡英文/陳建仁,514
新北市,板橋區,自立里,1057,3,宋楚瑜/徐欣瑩,94
新北市,板橋區,自立里,1058,1,朱立倫/王如玄,267
新北市,板橋區,自立里,1058,2,蔡英文/陳建仁,470
新北市,板橋區,自立里,1058,3,宋楚瑜/徐欣瑩,88
新北市,板橋區,莊敬里,1194,1,朱立倫/王如玄,458
新北市,板橋區,莊敬里,1194,2,蔡英文/陳建仁,713
新北市,板橋區,莊敬里,1194,3,宋楚瑜/徐欣瑩,131
新北市,板橋區,莊敬里,1195,1,朱立倫/王如玄,344
新北市,板橋區,莊敬里,1195,2,蔡英文/陳建仁,609
新北市,板橋區,莊敬里,1195,3,宋楚瑜/徐欣瑩,99
新北市,板橋區,莒光里,1168,1,朱立倫/王如玄,260
新北市,板橋區,莒光里,1168,2,蔡英文/陳建仁,592
新北市,板橋區,莒光里,1168,3,宋楚瑜/徐欣瑩,77
新北市,板橋區,莒光里,1169,1,朱立倫/王如玄,201
新北市,板橋區,莒光里,1169,2,蔡英文/陳建仁,541
新北市,板橋區,莒光里,1169,3,宋楚瑜/徐欣瑩,86
新北市,板橋區,華中里,1317,1,朱立倫/王如玄,218
新北市,板橋區,華中里,1317,2,蔡英文/陳建仁,644
新北市,板橋區,華中里,1317,3,宋楚瑜/徐欣瑩,99
新北市,板橋區,華中里,1318,1,朱立倫/王如玄,283
新北市,板橋區,華中里,1318,2,蔡英文/陳建仁,684
新北市,板橋區,華中里,1318,3,宋楚瑜/徐欣瑩,111
新北市,板橋區,華中里,1319,1,朱立倫/王如玄,259
新北市,板橋區,華中里,1319,2,蔡英文/陳建仁,739
新北市,板橋區,華中里,1319,3,宋楚瑜/徐欣瑩,144
新北市,板橋區,華德里,1304,1,朱立倫/王如玄,327
新北市,板橋區,華德里,1304,2,蔡英文/陳建仁,586
新北市,板橋區,華德里,1304,3,宋楚瑜/徐欣瑩,109
新北市,板橋區,華德里,1305,1,朱立倫/王如玄,310
新北市,板橋區,華德里,1305,2,蔡英文/陳建仁,590
新北市,板橋區,華德里,1305,3,宋楚瑜/徐欣瑩,104
新北市,板橋區,華德里,1306,1,朱立倫/王如玄,318
新北市,板橋區,華德里,1306,2,蔡英文/陳建仁,566
新北市,板橋區,華德里,1306,3,宋楚瑜/徐欣瑩,112
新北市,板橋區,華德里,1307,1,朱立倫/王如玄,420
新北市,板橋區,華德里,1307,2,蔡英文/陳建仁,447
新北市,板橋區,華德里,1307,3,宋楚瑜/徐欣瑩,105
新北市,板橋區,華東里,1308,1,朱立倫/王如玄,491
新北市,板橋區,華東里,1308,2,蔡英文/陳建仁,612
新北市,板橋區,華東里,1308,3,宋楚瑜/徐欣瑩,176
新北市,板橋區,華東里,1309,1,朱立倫/王如玄,698
新北市,板橋區,華東里,1309,2,蔡英文/陳建仁,824
新北市,板橋區,華東里,1309,3,宋楚瑜/徐欣瑩,181
新北市,板橋區,華東里,1310,1,朱立倫/王如玄,407
新北市,板橋區,華東里,1310,2,蔡英文/陳建仁,611
新北市,板橋區,華東里,1310,3,宋楚瑜/徐欣瑩,114
新北市,板橋區,華江里,1110,1,朱立倫/王如玄,390
新北市,板橋區,華江里,1110,2,蔡英文/陳建仁,557
新北市,板橋區,華江里,1110,3,宋楚瑜/徐欣瑩,103
新北市,板橋區,華江里,1111,1,朱立倫/王如玄,285
新北市,板橋區,華江里,1111,2,蔡英文/陳建仁,586
新北市,板橋區,華江里,1111,3,宋楚瑜/徐欣瑩,94
新北市,板橋區,華江里,1112,1,朱立倫/王如玄,277
新北市,板橋區,華江里,1112,2,蔡英文/陳建仁,557
新北市,板橋區,華江里,1112,3,宋楚瑜/徐欣瑩,111
新北市,板橋區,華江里,1113,1,朱立倫/王如玄,396
新北市,板橋區,華江里,1113,2,蔡英文/陳建仁,497
新北市,板橋區,華江里,1113,3,宋楚瑜/徐欣瑩,123
新北市,板橋區,華福里,1302,1,朱立倫/王如玄,254
新北市,板橋區,華福里,1302,2,蔡英文/陳建仁,399
新北市,板橋區,華福里,1302,3,宋楚瑜/徐欣瑩,83
新北市,板橋區,華福里,1303,1,朱立倫/王如玄,193
新北市,板橋區,華福里,1303,2,蔡英文/陳建仁,338
新北市,板橋區,華福里,1303,3,宋楚瑜/徐欣瑩,63
新北市,板橋區,華翠里,1166,1,朱立倫/王如玄,283
新北市,板橋區,華翠里,1166,2,蔡英文/陳建仁,716
新北市,板橋區,華翠里,1166,3,宋楚瑜/徐欣瑩,106
新北市,板橋區,華翠里,1167,1,朱立倫/王如玄,330
新北市,板橋區,華翠里,1167,2,蔡英文/陳建仁,611
新北市,板橋區,華翠里,1167,3,宋楚瑜/徐欣瑩,138
新北市,板橋區,華興里,1298,1,朱立倫/王如玄,354
新北市,板橋區,華興里,1298,2,蔡英文/陳建仁,707
新北市,板橋區,華興里,1298,3,宋楚瑜/徐欣瑩,126
新北市,板橋區,華興里,1299,1,朱立倫/王如玄,427
新北市,板橋區,華興里,1299,2,蔡英文/陳建仁,628
新北市,板橋區,華興里,1299,3,宋楚瑜/徐欣瑩,156
新北市,板橋區,華貴里,1300,1,朱立倫/王如玄,256
新北市,板橋區,華貴里,1300,2,蔡英文/陳建仁,419
新北市,板橋區,華貴里,1300,3,宋楚瑜/徐欣瑩,87
新北市,板橋區,華貴里,1301,1,朱立倫/王如玄,269
新北市,板橋區,華貴里,1301,2,蔡英文/陳建仁,525
新北市,板橋區,華貴里,1301,3,宋楚瑜/徐欣瑩,99
新北市,板橋區,西安里,1244,1,朱立倫/王如玄,247
新北市,板橋區,西安里,1244,2,蔡英文/陳建仁,489
新北市,板橋區,西安里,1244,3,宋楚瑜/徐欣瑩,79
新北市,板橋區,西安里,1245,1,朱立倫/王如玄,253
新北市,板橋區,西安里,1245,2,蔡英文/陳建仁,438
新北市,板橋區,西安里,1245,3,宋楚瑜/徐欣瑩,81
新北市,板橋區,赤松里,1031,1,朱立倫/王如玄,157
新北市,板橋區,赤松里,1031,2,蔡英文/陳建仁,243
新北市,板橋區,赤松里,1031,3,宋楚瑜/徐欣瑩,48
新北市,板橋區,鄉雲里,1274,1,朱立倫/王如玄,503
新北市,板橋區,鄉雲里,1274,2,蔡英文/陳建仁,716
新北市,板橋區,鄉雲里,1274,3,宋楚瑜/徐欣瑩,146
新北市,板橋區,鄉雲里,1275,1,朱立倫/王如玄,260
新北市,板橋區,鄉雲里,1275,2,蔡英文/陳建仁,512
新北市,板橋區,鄉雲里,1275,3,宋楚瑜/徐欣瑩,70
新北市,板橋區,重慶里,1283,1,朱立倫/王如玄,314
新北市,板橋區,重慶里,1283,2,蔡英文/陳建仁,630
新北市,板橋區,重慶里,1283,3,宋楚瑜/徐欣瑩,116
新北市,板橋區,重慶里,1284,1,朱立倫/王如玄,287
新北市,板橋區,重慶里,1284,2,蔡英文/陳建仁,566
新北市,板橋區,重慶里,1284,3,宋楚瑜/徐欣瑩,110
新北市,板橋區,重慶里,1285,1,朱立倫/王如玄,341
新北市,板橋區,重慶里,1285,2,蔡英文/陳建仁,534
新北市,板橋區,重慶里,1285,3,宋楚瑜/徐欣瑩,109
新北市,板橋區,重慶里,1286,1,朱立倫/王如玄,318
新北市,板橋區,重慶里,1286,2,蔡英文/陳建仁,509
新北市,板橋區,重慶里,1286,3,宋楚瑜/徐欣瑩,104
新北市,板橋區,重慶里,1287,1,朱立倫/王如玄,364
新北市,板橋區,重慶里,1287,2,蔡英文/陳建仁,553
新北市,板橋區,重慶里,1287,3,宋楚瑜/徐欣瑩,129
新北市,板橋區,金華里,1071,1,朱立倫/王如玄,220
新北市,板橋區,金華里,1071,2,蔡英文/陳建仁,411
新北市,板橋區,金華里,1071,3,宋楚瑜/徐欣瑩,82
新北市,板橋區,金華里,1072,1,朱立倫/王如玄,219
新北市,板橋區,金華里,1072,2,蔡英文/陳建仁,471
新北市,板橋區,金華里,1072,3,宋楚瑜/徐欣瑩,83
新北市,板橋區,金華里,1073,1,朱立倫/王如玄,239
新北市,板橋區,金華里,1073,2,蔡英文/陳建仁,517
新北市,板橋區,金華里,1073,3,宋楚瑜/徐欣瑩,94
新北市,板橋區,長壽里,1212,1,朱立倫/王如玄,278
新北市,板橋區,長壽里,1212,2,蔡英文/陳建仁,550
新北市,板橋區,長壽里,1212,3,宋楚瑜/徐欣瑩,87
新北市,板橋區,長壽里,1213,1,朱立倫/王如玄,229
新北市,板橋區,長壽里,1213,2,蔡英文/陳建仁,503
新北市,板橋區,長壽里,1213,3,宋楚瑜/徐欣瑩,78
新北市,板橋區,長安里,1251,1,朱立倫/王如玄,257
新北市,板橋區,長安里,1251,2,蔡英文/陳建仁,439
新北市,板橋區,長安里,1251,3,宋楚瑜/徐欣瑩,85
新北市,板橋區,長安里,1252,1,朱立倫/王如玄,263
新北市,板橋區,長安里,1252,2,蔡英文/陳建仁,525
新北市,板橋區,長安里,1252,3,宋楚瑜/徐欣瑩,85
新北市,板橋區,長安里,1253,1,朱立倫/王如玄,326
新北市,板橋區,長安里,1253,2,蔡英文/陳建仁,566
新北市,板橋區,長安里,1253,3,宋楚瑜/徐欣瑩,103
新北市,板橋區,陽明里,1102,1,朱立倫/王如玄,302
新北市,板橋區,陽明里,1102,2,蔡英文/陳建仁,555
新北市,板橋區,陽明里,1102,3,宋楚瑜/徐欣瑩,87
新北市,板橋區,陽明里,1103,1,朱立倫/王如玄,232
新北市,板橋區,陽明里,1103,2,蔡英文/陳建仁,524
